sample_id,signer_id,sign_id,policy,frame_count,valid_ratio,shoulder_ratio,left_ratio,right_ratio,both_ratio,selected_hand,track_ratio,max_missing_run,max_internal_gap,path_length,avg_speed,max_jump,amplitude_x,amplitude_y,start_x,start_y,end_x,end_y,mean_separation,separation_range
S002_CSL_what_0002,S002,CSL_what,both_hands,33,0.8703703703703703,1.0,0.8484848484848485,0.8181818181818182,0.7878787878787878,both,0.7878787878787878,4,4,1.3139615576219796,0.9560378368641033,0.1802466474936531,0.08586700135383607,1.9281400426640738,0.015515030710321537,0.3016298458317277,-0.033997847527254266,1.1749992401776572,1.2233735049710373,0.88943626324611
S002_CSL_what_0003,S002,CSL_what,both_hands,33,0.8939393939393939,1.0,0.8484848484848485,0.8787878787878788,0.7878787878787878,both,0.7878787878787878,5,5,0.9723303186430147,0.6966288221189877,0.14739103376407017,0.164841281922318,1.8142250900292105,0.001433509460726179,0.530712343119688,-0.07942982080940719,1.0281066809930306,1.3521457875867855,1.1633192539984598
S002_CSL_what_0004,S002,CSL_what,both_hands,34,0.9084967320261438,1.0,0.8235294117647058,0.9411764705882353,0.8235294117647058,both,0.8235294117647058,3,3,0.6418290423672574,0.44338017457567674,0.07628803055088672,0.10417052564086776,1.157216532442519,0.005980397650617059,0.5637557696862548,-0.050108534021272244,0.9491530243168187,1.3482491668607142,1.011634080901888
S002_CSL_what_0005,S002,CSL_what,both_hands,30,0.8833333333333333,1.0,0.8333333333333334,0.8666666666666667,0.7666666666666667,both,0.7666666666666667,7,7,0.49797461003144344,0.36374160870097394,0.08294554153174642,0.07010004320481619,0.9305767516581247,0.029429390225445468,0.2265656734445058,0.036392537155326976,1.0311517980280989,1.2997310289268795,1.2167651542309061
S003_CSL_bye_0001,S003,CSL_bye,dominant_either,33,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.7952999641666405,0.4072913918849723,0.12041359188026522,0.06608222107861272,0.21567776763359048,-0.667632840301462,-0.7997977583366216,-0.6733798913782236,-0.8157904533933376,nan,nan
S003_CSL_bye_0002,S003,CSL_bye,dominant_either,33,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.7643723958080594,0.38184070988570673,0.16060918261569018,0.03245542513693145,0.20571370571014802,-0.6653664531146467,-0.8380917407560737,-0.6563942455056454,-0.8204253304439484,nan,nan
S003_CSL_bye_0003,S003,CSL_bye,dominant_either,34,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,1.3267158455616563,0.6636784302996916,0.13478964033268456,0.25415455847347546,0.2847093273039325,-0.6456610279431219,-0.7397140443550194,-0.6462604999148299,-0.7398076181166047,nan,nan
S003_CSL_bye_0004,S003,CSL_bye,dominant_either,33,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,1.4423160605525163,0.7266119792626874,0.19599826256871836,0.22372146565842732,0.23246306669408479,-0.6163920631781664,-0.7160741061102158,-0.6153994261924878,-0.7252783301247833,nan,nan
S003_CSL_bye_0005,S003,CSL_bye,dominant_either,34,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,1.7276317696289871,0.8616440167000988,0.23196263201544476,0.3202422321260015,0.33755039501108225,-0.6104578998052409,-0.7166977968454872,-0.5991214061372206,-0.6834350123857514,nan,nan
S003_CSL_hello_0001,S003,CSL_hello,dominant_either,31,0.53584229390681,1.0,0.03225806451612903,0.7741935483870968,0.0,right,0.7741935483870968,4,4,0.8935997243335072,0.6334491229515644,0.1236604803843196,0.3338516259654192,1.3234927161758856,-0.3339385217155355,-0.020479994779175885,-0.5443009530114631,0.5618556554896321,nan,nan
S003_CSL_hello_0002,S003,CSL_hello,dominant_either,29,0.5574712643678161,1.0,0.034482758620689655,0.8275862068965517,0.0,right,0.8275862068965517,3,3,1.5950513505968178,1.056657601151128,0.3726457216302086,0.28202535441621285,1.5237504103715767,-0.3613562702267515,0.17570134578466798,-0.5501234863981944,0.8930444477914845,nan,nan
S003_CSL_hello_0003,S003,CSL_hello,dominant_either,31,0.5609318996415771,1.0,0.03225806451612903,0.8387096774193549,0.0,right,0.8387096774193549,3,3,1.494709731188767,1.0339398780220959,0.2551448322473891,0.26648531112113977,1.487139357290107,-0.46405685746940606,0.4961462572401552,-0.5794772445934143,0.9521807085809914,nan,nan
S003_CSL_hello_0004,S003,CSL_hello,dominant_either,29,0.5306513409961686,1.0,0.06896551724137931,0.7241379310344828,0.0,right,0.7241379310344828,4,4,1.1778864199392651,0.9579818812734715,0.3205445664596356,0.43473626387405084,2.685559372758221,-0.7697835569756342,2.102250241113166,-0.5502821934649783,0.7075580023174352,nan,nan
S003_CSL_hello_0005,S003,CSL_hello,dominant_either,29,0.5842911877394636,1.0,0.10344827586206896,0.8275862068965517,0.034482758620689655,right,0.8275862068965517,4,4,2.263612400197497,1.582506059049408,0.2941415413015156,0.2917111530170619,1.7130806285241815,-0.4550014456398918,0.7360133798173522,-0.6099098897694526,0.8394661579952898,nan,nan
S003_CSL_what_0001,S003,CSL_what,both_hands,35,0.9555555555555556,1.0,0.9714285714285714,0.9142857142857143,0.8857142857142857,both,0.8857142857142857,3,3,1.766420691804037,1.069204817685938,0.27034454019042037,0.08064642961132218,0.9159766923337231,0.05423057410178572,0.8965202128129826,0.0006210226574661637,1.4221854582408184,1.3315356872346331,0.9982505740452092
S003_CSL_what_0002,S003,CSL_what,both_hands,34,0.9313725490196079,1.0,0.8823529411764706,0.9411764705882353,0.8235294117647058,both,0.8235294117647058,4,4,0.5818694150716005,0.3905633520585763,0.09097517654893512,0.07377352215961974,1.1556448733245464,0.04168077476028448,1.4034315942330375,0.09703529123563415,1.4776434306384452,1.644071263865444,1.130646793868451
S003_CSL_what_0003,S003,CSL_what,both_hands,35,0.9444444444444444,1.0,0.8571428571428571,1.0,0.8571428571428571,both,0.8571428571428571,3,3,0.8505165787132166,0.560965587896641,0.21272896507572034,0.0592139987212946,0.9537467987966914,0.08317600127894031,1.0140682060363486,0.06339060780185407,1.0711416529602031,1.7180800710168118,1.2698244201733697
S003_CSL_what_0004,S003,CSL_what,both_hands,35,0.9333333333333333,1.0,0.9142857142857143,0.9142857142857143,0.8285714285714286,both,0.8285714285714286,5,5,0.9003047017664256,0.5986476568747974,0.22175615936370052,0.04496802199280181,0.9443520890850563,0.09368660950445423,1.0173654349123218,0.10041277913280722,1.1539796686145933,1.423891406349704,1.238100122039569
S003_CSL_what_0005,S003,CSL_what,both_hands,35,0.8888888888888888,1.0,1.0,0.7142857142857143,0.7142857142857143,both,0.7142857142857143,4,4,1.5930232780327387,1.2555267117890916,0.19670120969962365,0.043814986807717615,0.8176137868605524,0.07553011523125391,1.2876953455920743,0.10195394853535117,0.7292093913418038,1.3122701811103894,1.1966322382665662
S004_CSL_bye_0001,S004,CSL_bye,dominant_either,32,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.7269368982069343,0.36038159838235223,0.09596562950739661,0.14228957462345782,0.1811790329107854,-0.8631025817028615,-0.9691959209892088,-0.859214692471373,-1.0048516663440503,nan,nan
S004_CSL_bye_0002,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.4571377358622216,0.23241537465842763,0.05755684314354375,0.09217425586972405,0.08091653449894975,-0.9477298711403805,-1.0195182507049259,-0.9404103057970412,-1.0128943862013795,nan,nan
S004_CSL_bye_0003,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.5440755018371748,0.2686739642364435,0.060287602370458604,0.11337309462154654,0.10205626290342484,-0.9493603037015779,-1.0516898577422962,-0.9545270966133508,-1.063301486914522,nan,nan
S004_CSL_bye_0004,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.600006465631776,0.3025194044196021,0.05510051543805842,0.11510811853559433,0.12806464148874086,-0.9711791542076662,-1.056863803776251,-0.9647085714858166,-1.0417182885083927,nan,nan
S004_CSL_bye_0005,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.6847860631463997,0.35113931545835775,0.09094800542267106,0.1290544484430537,0.12798998636599557,-0.9625785400336504,-1.0684268411633637,-0.9534927203967134,-1.0785014438554485,nan,nan
S004_CSL_bye_0006,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.5424472244963733,0.2713064747990109,0.04774974907426508,0.11948933616479862,0.08920945658182311,-0.9484881564189551,-1.1101455035397942,-0.9323007295463313,-1.1049868278154373,nan,nan
S004_CSL_bye_0007,S004,CSL_bye,dominant_either,30,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.7160501680428532,0.3656607250518136,0.05856405846106111,0.12733832266754286,0.1376552966420973,-0.9235212444317699,-1.1096753410965212,-0.8833144124099418,-1.1036950742911233,nan,nan
S004_CSL_bye_0008,S004,CSL_bye,dominant_either,30,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.559474751200038,0.30410983474723435,0.06301892785305495,0.13067973827232915,0.09945704721957815,-0.8946795161147693,-1.175812532077858,-0.8711585804399559,-1.1388490235776305,nan,nan
S004_CSL_bye_0009,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.6835601675146319,0.34115589868667145,0.08342520455160764,0.12103493514227648,0.15429945665163403,-0.8864924808473917,-1.1953677703396262,-0.8633169307694046,-1.15830172601765,nan,nan
S004_CSL_bye_0010,S004,CSL_bye,dominant_either,30,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.582769298608543,0.29847639887517574,0.057156873145799356,0.08664709471257581,0.14387149015174416,-0.8749924878857571,-1.250753554109649,-0.8356053526064601,-1.2365757384962912,nan,nan
S004_CSL_bye_0011,S004,CSL_bye,dominant_either,31,0.6111111111111112,1.0,0.0,1.0,0.0,right,1.0,0,0,0.7655421297432538,0.38265115844341185,0.10779598168569444,0.08154527663123656,0.16857820458528394,-0.9093979222158494,-1.197350842505315,-0.8987530602643962,-1.2553152712118134,nan,nan
